SceneName,ElapsedTime,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftRotW,LeftDirX,LeftDirY,LeftDirZ,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightRotW,RightDirX,RightDirY,RightDirZ,CenterPosX,CenterPosY,CenterPosZ,CenterRotX,CenterRotY,CenterRotZ,CenterRotW,CenterDirX,CenterDirY,CenterDirZ
Fixation,24.9520,0.01793304,0.04335093,-0.03792416,-0.2200588,-0.2540734,-0.01783085,-0.9416491,0.4863437,-0.4053756,0.7740417,0.08711614,0.04524052,-0.03795952,-0.1899363,-0.06009042,-0.01570908,-0.9798299,0.1237242,-0.3703226,0.9206267,0.05235173,0.05022264,-0.1664627,0.01401149,0.0004659264,0.01526004,0.9997852,0.001359285,-0.02800275,0.9996069
Fixation,24.9628,0.0179445,0.04335332,-0.03792296,-0.2199755,-0.2541367,-0.01780649,-0.9416519,0.4864505,-0.4052302,0.7740507,0.08712755,0.04524469,-0.03796732,-0.1898519,-0.06015551,-0.01570382,-0.9798424,0.1238486,-0.3701606,0.9206751,0.05236196,0.05022442,-0.166467,0.01392615,0.0005301174,0.0152712,0.9997863,0.001485346,-0.02783015,0.9996116
Fixation,24.9743,0.0179833,0.04336035,-0.03788576,-0.2196829,-0.254299,-0.01777299,-0.941677,0.4867438,-0.4047013,0.774143,0.08716654,0.04524481,-0.03792559,-0.189864,-0.06011423,-0.01566229,-0.9798432,0.1237525,-0.3701908,0.9206759,0.05240199,0.05022824,-0.1664274,0.01393546,0.0004968563,0.0152224,0.9997869,0.001417763,-0.02784985,0.9996111
Fixation,24.9848,0.01801042,0.04336333,-0.03786957,-0.2196979,-0.2543308,-0.01775668,-0.9416652,0.4867913,-0.4047317,0.7740973,0.0871937,0.04524612,-0.03791447,-0.1898822,-0.06079951,-0.01565273,-0.9797975,0.1250868,-0.370189,0.9204963,0.05242864,0.0502305,-0.1664136,0.01394809,0.0005333955,0.01520992,0.9997869,0.001490862,-0.027874,0.9996103
Fixation,24.9969,0.01803408,0.04336452,-0.03785379,-0.2197599,-0.2543355,-0.01772346,-0.9416501,0.48678,-0.4048585,0.7740381,0.08721754,0.04524112,-0.03790079,-0.1899374,-0.0608063,-0.01560798,-0.9797871,0.1250835,-0.3702982,0.9204528,0.05245265,0.05022955,-0.1663983,0.0140015,0.0005485891,0.01516398,0.9997869,0.001521581,-0.0279804,0.9996073
Fixation,25.0075,0.01805394,0.04336464,-0.03786236,-0.2195738,-0.2544109,-0.01768882,-0.9416739,0.4869121,-0.4045333,0.774125,0.08723758,0.04523408,-0.03791396,-0.190016,-0.06082995,-0.01555597,-0.9797712,0.1251106,-0.3704518,0.9203873,0.0524726,0.0502274,-0.1664082,0.01407857,0.0005819529,0.01511254,0.9997866,0.001589183,-0.02813355,0.9996029
Fixation,25.0182,0.01807372,0.04335606,-0.03785667,-0.2196379,-0.254382,-0.01768413,-0.9416668,0.4868544,-0.4046543,0.774098,0.08725747,0.04522181,-0.03790482,-0.1900747,-0.0613092,-0.01554443,-0.9797302,0.1260422,-0.3705378,0.9202256,0.05249315,0.05021811,-0.1664001,0.01413947,0.0005574653,0.01508597,0.9997861,0.001541307,-0.02825607,0.9995995
Fixation,25.0295,0.01808998,0.0433352,-0.03784279,-0.2197153,-0.2543533,-0.01767861,-0.9416566,0.4867954,-0.4047995,0.7740592,0.08727384,0.04519653,-0.03788763,-0.1901491,-0.06128071,-0.01552275,-0.9797179,0.1259789,-0.3706824,0.920176,0.0525102,0.05019629,-0.1663837,0.01421341,0.0005340229,0.01505531,0.9997855,0.001495791,-0.02840464,0.9995954
Fixation,25.0407,0.0181007,0.04332554,-0.03783255,-0.2195412,-0.2543259,-0.01771251,-0.941704,0.4867766,-0.404476,0.7742401,0.08728458,0.04518664,-0.03786881,-0.1902302,-0.06122038,-0.01553733,-0.9797056,0.1258672,-0.3708368,0.9201291,0.05252199,0.05018795,-0.1663682,0.01429615,0.0004728813,0.01505423,0.9997844,0.001375994,-0.02857189,0.9995908
Fixation,25.0517,0.01810246,0.04332566,-0.03782374,-0.2195866,-0.2543389,-0.01772396,-0.9416897,0.4868004,-0.4045491,0.774187,0.08728632,0.04518712,-0.03786178,-0.1903548,-0.06170404,-0.01554592,-0.979651,0.1268153,-0.3710441,0.9199153,0.05252347,0.05018902,-0.1663597,0.01434497,0.0004863757,0.01505638,0.9997836,0.001404508,-0.02866908,0.999588
Fixation,25.0631,0.01810404,0.04331863,-0.0378148,-0.219311,-0.2546227,-0.01780778,-0.9416755,0.4873549,-0.403971,0.7741399,0.08728771,0.04518747,-0.03784269,-0.190402,-0.06164289,-0.01561477,-0.9796445,0.1267224,-0.3711275,0.9198945,0.05252554,0.05018651,-0.1663451,0.01439652,0.0004144793,0.01511042,0.9997821,0.001263853,-0.02877423,0.9995852
Fixation,25.0737,0.01810559,0.04330873,-0.03781126,-0.2193369,-0.2545906,-0.01788101,-0.9416769,0.4873281,-0.4039842,0.77415,0.08728905,0.04518521,-0.0378326,-0.1904404,-0.06160751,-0.01568041,-0.9796383,0.1266785,-0.3711933,0.919874,0.05252711,0.05018115,-0.1663377,0.01443914,0.0003684531,0.01516639,0.9997807,0.001174723,-0.02886076,0.9995828
Fixation,25.0852,0.01807977,0.04329777,-0.03780917,-0.2194138,-0.2545564,-0.0179329,-0.9416672,0.4872842,-0.4040997,0.7741173,0.08726315,0.04517734,-0.03782468,-0.1900781,-0.06207735,-0.01572325,-0.9796783,0.127609,-0.3704787,0.9200334,0.05250168,0.05017328,-0.1663317,0.01452688,0.0003276673,0.01518893,0.999779,0.001096485,-0.02903739,0.9995777
Fixation,25.0963,0.01806486,0.04330599,-0.03781564,-0.2191987,-0.2548027,-0.01797329,-0.9416499,0.4877493,-0.4036576,0.7740551,0.08724819,0.04518759,-0.03782818,-0.1901471,-0.06205999,-0.01574603,-0.9796656,0.1275842,-0.3706067,0.9199853,0.0524869,0.05018389,-0.1663359,0.01459817,0.0003073329,0.01520417,0.9997778,0.001058436,-0.02918052,0.9995736
Fixation,25.1077,0.0180546,0.04332256,-0.03782515,-0.219231,-0.2547789,-0.01792449,-0.9416497,0.4876842,-0.4037441,0.774051,0.08723815,0.04519594,-0.0378361,-0.1901686,-0.06203759,-0.01569109,-0.9796637,0.1275199,-0.3706558,0.9199744,0.05247764,0.05019665,-0.1663443,0.01461649,0.0002951523,0.01514496,0.9997784,0.001032906,-0.02921756,0.9995725
Fixation,25.1189,0.01806109,0.04333687,-0.03782982,-0.2191124,-0.2547892,-0.01799532,-0.9416732,0.4877423,-0.4034945,0.7741445,0.08724427,0.04522395,-0.03783921,-0.1899153,-0.06254148,-0.01579157,-0.9796792,0.1285393,-0.3701369,0.9200415,0.05248301,0.05021596,-0.1663494,0.01451728,0.0002841207,0.01524386,0.9997784,0.001010714,-0.02901947,0.9995784
Fixation,25.1296,0.01808216,0.0433681,-0.03784984,-0.2187203,-0.2549673,-0.01805078,-0.9417151,0.4881092,-0.4027397,0.7743062,0.0872651,0.04526436,-0.03785281,-0.1898303,-0.06250775,-0.01586058,-0.9796968,0.1284989,-0.3699694,0.9201145,0.052504,0.05025041,-0.1663672,0.01443477,0.0002377476,0.01531077,0.9997786,0.0009174048,-0.02885587,0.9995832
Fixation,25.1407,0.01808798,0.04341233,-0.03785883,-0.2186795,-0.254962,-0.01802984,-0.9417264,0.4880943,-0.4026788,0.7743473,0.08727095,0.04530704,-0.03786142,-0.1897857,-0.06250253,-0.01584799,-0.9797059,0.1284837,-0.3698873,0.9201496,0.05251003,0.05029297,-0.1663766,0.01438866,0.0002342989,0.01530013,0.9997794,0.0009087911,-0.0287638,0.9995858
Fixation,25.1517,0.01809972,0.04341233,-0.03786394,-0.2185667,-0.2549706,-0.01790802,-0.9417526,0.4880667,-0.4025394,0.7744372,0.08728302,0.04529536,-0.03787068,-0.1894076,-0.06316648,-0.01576071,-0.9797379,0.1297436,-0.3691486,0.9202695,0.05252249,0.05028486,-0.1663854,0.01424585,0.0002613391,0.01521522,0.9997827,0.0009560719,-0.02847755,0.999594
Fixation,25.1630,0.01811369,0.04339981,-0.03787221,-0.2182895,-0.2552439,-0.0178687,-0.9417436,0.4885497,-0.4020238,0.7744005,0.0872971,0.04527867,-0.03788152,-0.1893662,-0.06317866,-0.01572573,-0.9797457,0.1297539,-0.3690743,0.9202978,0.05253657,0.05026948,-0.1663955,0.01420169,0.0002790204,0.0151855,0.9997838,0.0009892395,-0.02838876,0.9995965
Fixation,25.1743,0.01813446,0.04335928,-0.03788501,-0.2182917,-0.2552624,-0.0178708,-0.941738,0.4885827,-0.4020237,0.7743797,0.08731784,0.04523897,-0.03789687,-0.1893695,-0.06319775,-0.01572791,-0.9797438,0.129792,-0.3690793,0.9202904,0.05255694,0.05022943,-0.1664095,0.01420545,0.0002975001,0.0151908,0.9997836,0.001026456,-0.0283957,0.9995962
Fixation,25.1850,0.01815983,0.04332793,-0.03789648,-0.2183948,-0.2552864,-0.0180007,-0.9417052,0.4886716,-0.4021363,0.7742651,0.08734282,0.04522181,-0.03790844,-0.1893999,-0.06394996,-0.01584558,-0.9796872,0.1313042,-0.3690786,0.9200762,0.05258083,0.0502075,-0.1664194,0.01434241,0.0003013478,0.01529261,0.9997802,0.001041229,-0.02866931,0.9995884
Fixation,25.1996,0.01816828,0.04328656,-0.0379014,-0.2183071,-0.2554689,-0.01806049,-0.9416749,0.4890228,-0.4019208,0.7741553,0.08735108,0.04518759,-0.03791444,-0.1894361,-0.06396789,-0.01589781,-0.9796782,0.1313591,-0.3691389,0.9200441,0.05258842,0.0501703,-0.1664244,0.01438278,0.0003103091,0.01534487,0.9997787,0.001061885,-0.02874967,0.9995861
Fixation,25.2137,0.01815113,0.0432744,-0.03790013,-0.2184207,-0.2554868,-0.01801384,-0.9416445,0.4890248,-0.4021447,0.7740378,0.08733419,0.0451659,-0.03791788,-0.1895404,-0.06398948,-0.01583022,-0.9796577,0.1313765,-0.3693434,0.9199596,0.05257158,0.05015516,-0.1664243,0.0144847,0.0003446712,0.01527592,0.9997783,0.001131724,-0.02895244,0.9995801
Fixation,25.2204,0.0181591,0.04328883,-0.03790328,-0.2185065,-0.2554803,-0.01797323,-0.9416271,0.488989,-0.4023198,0.7739694,0.08734239,0.04517186,-0.03792197,-0.1895998,-0.06464502,-0.01578229,-0.979604,0.1326377,-0.3694249,0.9197459,0.05258025,0.05016661,-0.166427,0.01455922,0.0003513974,0.01521455,0.9997782,0.001145663,-0.02910128,0.9995758
Fixation,25.2295,0.01815902,0.04333282,-0.03789142,-0.2185514,-0.2554658,-0.01792255,-0.9416217,0.4889383,-0.4024282,0.773945,0.08734253,0.04520738,-0.03790993,-0.1896339,-0.06463234,-0.01572336,-0.9795991,0.1325909,-0.369498,0.9197233,0.05258102,0.0502069,-0.1664147,0.01458999,0.0003496246,0.01515232,0.9997787,0.001141239,-0.02916293,0.999574
